"","NAME","CAND_OFFICE_ST","TRANSACTION_AMT","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","GEN_ELECTION","GEN_ELECTION_PERCENT","Issues"
"219","TRENT LOTT FOR SENATE","MS",5000,"S8MS00162","LOTT, TRENT","REP","W",63,"Big Business"
"220","KENNEDY, EDWARD MOORE SENATOR","MA",5000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Foreign Policy"
"221","SNOWE FOR SENATE","ME",5000,"S4ME00055","SNOWE, OLYMPIA J","REP","W",74,"Big Business"
"222","SANDERS FOR SENATE","VT",5000,"S4VT00033","SANDERS, BERNARD","IND","W",65,"Big Business"
"223","FRIENDS OF CONRAD BURNS 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Gun Rights"
"224","TALENT FOR SENATE INC","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Big Business"
"225","MARK KENNEDY FOR CONGRESS/MARK KENNEDY 06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Big Business"
"226","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"227","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Civil Liberties"
"228","KENNEDY FOR SENATE 2006","MA",5000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Abortion"
"229","JON KYL FOR U.S. SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Civil Liberties"
"230","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Gun Rights"
"231","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Jobs"
"232","BOB CASEY FOR PENNSYLVANIA COMMITTEE","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Foreign Policy"
"233","MARK KENNEDY 06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Gun Rights"
"234","BOB CASEY FOR PENNSYLVANIA","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Gun Rights"
"235","STABENOW FOR SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Civil Liberties"
"236","STABENOW FOR SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Taxes"
"237","MIKE DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Abortion"
"238","JON KYL FOR U S SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Big Business"
"239","KAY BAILEY HUTCHISON FOR SENATE COMMITTEE","TX",5000,"S4TX00086","HUTCHISON, KAY BAILEY","REP","W",61,"Big Business"
"240","HATCH ELECTION COMMITEE INC","UT",5000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Jobs"
"241","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Big Business"
"242","HAROLD FORD JR. FOR TENNESSEE","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Big Business"
"243","JON KYL FOR U S SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Taxes"
"244","MCCASKILL FOR MISSOURI","MO",5000,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Taxes"
"245","CHAFEE FOR SENATE","RI",5000,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Civil Liberties"
"246","MARK KENNEDY 06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Foreign Policy"
"247","KLOBUCHAR FOR SENATE","MN",5000,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Taxes"
"248","FRIENDS FOR MIKE MCGAVICK","WA",5000,"S6WA00248","MCGAVICK, MICHAEL SEAN","REP","L",39,"Taxes"
"249","FRIENDS OF KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Civil Liberties"
"250","FEINSTEIN 2000","CA",5000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Gun Rights"
"251","BOB CASEY FOR PENNSYLVANIA COMMITTEE","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Foreign Policy"
"252","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Taxes"
"253","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"254","LEAGUE OF CONSERVATION VOTERS C4","WA",10338,"S8WA00194","CANTWELL, MARIA","DEM","W",56,"Abortion"
"255","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Big Business"
"256","MENENDEZ FOR SENATE","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Taxes"
"257","FRIENDS OF ROBERT C. BYRD COMMITTEE","WV",5000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Abortion"
"258","TRENT LOTT FOR MISSISSIPPI","MS",5000,"S8MS00162","LOTT, TRENT","REP","W",63,"Jobs"
"259","KAY BAILEY HUTCHISON","TX",5000,"S4TX00086","HUTCHISON, KAY BAILEY","REP","W",61,"Jobs"
"260","RICHARD G. LUGAR","IN",5000,"S4IN00014","LUGAR, RICHARD G","REP","W",87,"Big Business"
"261","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"262","HILLARY RODHAM CLINTON FOR US SENATE COMMITTEE INC","NY",5000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Abortion"
"263","BEN CARDIN FOR SENATE","MD",5000,"S6MD03177","CARDIN, BENJAMIN L","DEM","W",54,"Civil Liberties"
"264","FRIENDS OF SHERROD BROWN","OH",5000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Big Business"
"265","SANDERS FOR SENATE","VT",5000,"S4VT00033","SANDERS, BERNARD","IND","W",65,"Abortion"
"266","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Taxes"
"267","MENENDEZ FOR CONGRESS, INC.","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Civil Liberties"
"268","TALENT FOR SENATE INC.","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Civil Liberties"
"269","MARSH COPSEY & ASSOCIATES INC.","NE",20000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Taxes"
"270","FRIENDS OF ROBERT C BYRD COMMITTEE","WV",5000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Big Business"
"271","MENENDEZ FOR CONGRESS","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Gun Rights"
"272","PEDERSON 2006","AZ",5000,"S6AZ00142","PEDERSON, JIM","DEM","L",43,"Taxes"
"273","NELSON FOR U S SENATE","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Taxes"
"274","MENENDEZ FOR CONGRESS","NJ",5000,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Civil Liberties"
"275","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Jobs"
"276","RE-ELECT HAROLD FORD JR - 2006 PRIMARY ELECTION","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Abortion"
"277","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"278","MIKE DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Gun Rights"
"279","BOB CASEY FOR PENNSYLVANIA","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Abortion"
"280","FRIENDS OF KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Big Business"
"281","MARK KENNEDY 06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Foreign Policy"
"282","MARK KENNEDY 06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Jobs"
"283","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Gun Rights"
"284","FEINSTEIN FOR SENATE","CA",5000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Gun Rights"
"285","COMMITTEE FOR KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Gun Rights"
"286","DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Civil Liberties"
"287","NELSON FOR SENATE","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Abortion"
"288","BURNS FOR SENATE","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Jobs"
"289","BYRD FOR SENATE","WV",5000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Civil Liberties"
"290","ENSIGN FOR SENATE","NV",5000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Taxes"
"291","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Foreign Policy"
"292","FRIENDS OF MIKE MCGAVICK","WA",5000,"S6WA00248","MCGAVICK, MICHAEL SEAN","REP","L",39,"Jobs"
"293","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Abortion"
"294","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Civil Liberties"
"295","TRENT LOTT FOR MISSISSIPPI","MS",5000,"S8MS00162","LOTT, TRENT","REP","W",63,"Foreign Policy"
"296","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Civil Liberties"
"297","STEELE, MICHEAL","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Jobs"
"298","FRIENDS OF CONRAD BURNS","MT",10000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Big Business"
"299","MIKE DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Gun Rights"
"300","NELSON, BENJAMIN","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Abortion"
"301","MIKE DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Civil Liberties"
"302","FRIENDS OF CONRAD BURNS","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Taxes"
"303","JON KYL FOR US SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Abortion"
"304","MICHAEL STEELE EXPLORATORY COMMITTEE","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Jobs"
"305","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"306","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Abortion"
"307","HATCH ELECTION COMMITTEE","UT",5000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Foreign Policy"
"308","FOR U.S. SENATE JON KYL","AZ",8000,"S4AZ00030","KYL, JON","REP","W",52,"Foreign Policy"
"309","FRIENDS OF GEORGE ALLEN","VA",4500,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Jobs"
"310","BINGAMAN, JEFF","NM",5000,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Jobs"
"311","SANDERS, BERNARD","VT",5000,"S4VT00033","SANDERS, BERNARD","IND","W",65,"Big Business"
"312","BILL NELSON FOR U S SENATE","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Taxes"
"313","HAROLD FORD JR FOR TENNESSEE","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Foreign Policy"
"314","HATCH ELECTION COMMITTEE INC","UT",5000,"S6UT00063","HATCH, ORRIN G","REP","W",62,"Gun Rights"
"315","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Taxes"
"316","MARK KENNEDY 06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Taxes"
"317","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Jobs"
"318","DEWINE FOR U.S. SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Taxes"
"319","HAROLD FORD JR FOR TENNESSEE","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Abortion"
"320","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Jobs"
"321","PEDERSON 2006","AZ",5000,"S6AZ00142","PEDERSON, JIM","DEM","L",43,"Civil Liberties"
"322","HAROLD FORD JR FOR TENNESSEE","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Foreign Policy"
"323","RE-ELECT HAROLD FORD JR.","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Taxes"
"324","BOB CASEY FOR SENATE","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Gun Rights"
"325","STABENOW FOR US SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Foreign Policy"
"326","BILL NELSON FOR U S SENATE","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Civil Liberties"
"327","MICHAEL STEELE FOR MARYLAND INC.","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Abortion"
"328","BILL NELSON FOR US SENATE","FL",64500,"S8FL00166","NELSON, BILL","DEM","W",60,"Foreign Policy"
"329","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Abortion"
"330","MIKE DEWINE FOR SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Big Business"
"331","BOB CASEY FOR PENNSYLVANIA COMMITTEE","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Abortion"
"332","A LOT OF PEOPLE WHO SUPPORT JEFF BINGAMAN","NM",5000,"S2NM00021","BINGAMAN, JEFF","DEM","W",70,"Gun Rights"
"333","BROWN, SHERROD","OH",5000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Taxes"
"334","FEINSTEIN FOR SENATE","CA",5000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Jobs"
"335","MCCASKILL FOR MISSOURI","MO",5000,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Jobs"
"336","FRIENDS OF DICK LUGAR INC","IN",5000,"S4IN00014","LUGAR, RICHARD G","REP","W",87,"Abortion"
"337","BILL NELSON FOR U.S. SENATE","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Big Business"
"338","STABENOW FOR US SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Gun Rights"
"339","CARPER FOR SENATE","DE",5000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Abortion"
"340","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Foreign Policy"
"341","FORD, HAROLD E JR","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Big Business"
"342","CASEY, BOB","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Abortion"
"343","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Foreign Policy"
"344","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"345","CASEY FOR SENATE","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Civil Liberties"
"346","KLOBUCHAR, AMY","MN",5000,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Big Business"
"347","STABENOW FOR US SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Big Business"
"348","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Foreign Policy"
"349","STABENOW FOR U.S. SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Civil Liberties"
"350","MIKE DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Civil Liberties"
"351","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Big Business"
"352","KENNEDY MARK RAYMOND","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Big Business"
"353","MCGAVICK EXPLORATORY COMMITTEE","WA",5000,"S6WA00248","MCGAVICK, MICHAEL SEAN","REP","L",39,"Abortion"
"354","FRIENDS OF HILLARY - 2006 PRIMARY","NY",5000,"S0NY00188","CLINTON, HILLARY RODHAM","DEM","W",66,"Jobs"
"355","MCCASKILL FOR MISSOURI","MO",5000,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Civil Liberties"
"356","JON KYL FOR U S SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Abortion"
"357","STEELE FOR MARYLAND INC","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Civil Liberties"
"358","MARK KENNEDY '06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Taxes"
"359","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Civil Liberties"
"360","JOHN KYL FOR US SENATE","AZ",5000,"S4AZ00030","KYL, JON","REP","W",52,"Abortion"
"361","KEAN FOR SENATE","NJ",5000,"S6NJ00271","KEAN, THOMAS H JR","REP","L",44,"Big Business"
"362","MIKE MCGAVICK FOR US SENATE","WA",5000,"S6WA00248","MCGAVICK, MICHAEL SEAN","REP","L",39,"Big Business"
"363","STEELE FOR MARYLAND INC","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Big Business"
"364","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Foreign Policy"
"365","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Gun Rights"
"366","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"367","DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Big Business"
"368","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Jobs"
"369","FRIENDS OF CRAIG THOMAS","WY",5000,"S4WY00055","THOMAS, CRAIG","REP","W",70,"Taxes"
"370","MARK KENNEDY 06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Foreign Policy"
"371","MICHAEL STEELE FOR MARYLAND INC","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Civil Liberties"
"372","MIKE DEWINE FOR SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Taxes"
"373","MICHAEL STEELE FOR SENATE","MD",5000,"S6MD03201","STEELE, MICHAEL","REP","L",44,"Jobs"
"374","NELSON 2006","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Abortion"
"375","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"376","FRIENDS OF CRAIG THOMAS","WY",5000,"S4WY00055","THOMAS, CRAIG","REP","W",70,"Foreign Policy"
"377","FRIENDS OF ROBERT C BYRD COMMITTEE","WV",5000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Jobs"
"378","ENSIGN FOR SENATE","NV",5000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Abortion"
"379","FRIENDS OF DICK LUGAR","IN",5000,"S4IN00014","LUGAR, RICHARD G","REP","W",87,"Abortion"
"380","PEDERSON 2006","AZ",5000,"S6AZ00142","PEDERSON, JIM","DEM","L",43,"Big Business"
"381","KAY BAILEY HUTCHISON FOR SENATE COMMITTEE","TX",5000,"S4TX00086","HUTCHISON, KAY BAILEY","REP","W",61,"Foreign Policy"
"382","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Foreign Policy"
"383","ENSIGN FOR SENATE","NV",5000,"S8NV00073","ENSIGN, JOHN ERIC","REP","W",56,"Gun Rights"
"384","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Taxes"
"385","TRENT LOTT FOR MISSISSIPPI","MS",5000,"S8MS00162","LOTT, TRENT","REP","W",63,"Foreign Policy"
"386","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Foreign Policy"
"387","MCCASKILL FOR MISSOURI","MO",5000,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Taxes"
"388","AKAKA IN 2006","HI",5000,"S0HI00084","AKAKA, DANIEL K","DEM","W",61,"Abortion"
"389","KLOBUCHAR FOR MINNESOTA","MN",5000,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Big Business"
"390","FEINSTEIN FOR SENATE","CA",5000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Civil Liberties"
"391","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Gun Rights"
"392","SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"393","BILL NELSON FOR U S SENATE-2006 PRIMARY ELECTION","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Abortion"
"394","FRIENDS OF ROBERT C BYRD COMMITTEE-2006 GENERAL","WV",5000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Taxes"
"395","AMY KLOBUCHAR FOR SENATE","MN",5000,"S6MN00267","KLOBUCHAR, AMY J","DEM","W",57,"Taxes"
"396","FRIENDS OF JOE LIEBERMAN","CT",5000,"S8CT00022","LIEBERMAN, JOSEPH I","DEM","W",49,"Taxes"
"397","MARK KENNEDY 06","MN",5000,"S6MN00275","KENNEDY, MARK RAYMOND","REP","L",38,"Foreign Policy"
"398","RE-ELECT HAROLD FORD JR","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Civil Liberties"
"399","SANTORUM 2006, SANTORUM 2006","PA",5000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Abortion"
"400","PAUL AND PARTNERS","RI",5868,"S6RI00239","LAFFEY, STEPHEN PATRICK","REP","L",0,"Jobs"
"401","FRIENDS OF KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Taxes"
"402","FRIENDS OF KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Foreign Policy"
"403","NELSON FOR U S SENATE","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Foreign Policy"
"404","STABENOW FOR US SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Abortion"
"405","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Abortion"
"406","FRIENDS OF KATHERINE HARRIS","FL",5000,"S6FL00178","HARRIS, KATHERINE","REP","L",38,"Foreign Policy"
"407","TALENT FOR SENATE COMMITTEE","MO",5000,"S2MO00353","TALENT, JAMES MATTHES","REP","L",47,"Foreign Policy"
"408","NELSON 2000","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Taxes"
"409","FRIENDS OF SHERROD BROWN","OH",5000,"S6OH00163","BROWN, SHERROD","DEM","W",55,"Taxes"
"410","NELSON 2006","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Civil Liberties"
"411","NELSON, BILL","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Foreign Policy"
"412","STABENOW FOR U.S. SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Abortion"
"413","FRIENDS OF CONRAD BURNS - 2006","MT",5000,"S8MT00119","BURNS, CONRAD","REP","L",48,"Civil Liberties"
"414","BOB CASEY FOR PENNSYLVANIA COMMITTEE","PA",5000,"S6PA00217","CASEY, ROBERT P JR","DEM","W",58,"Jobs"
"415","BILL NELSON FOR U.S. SENATE","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Jobs"
"416","FEINSTEIN FOR SENATE","CA",5000,"S0CA00199","FEINSTEIN, DIANNE","DEM","W",59,"Foreign Policy"
"417","MCKASKILL FOR MISSOURI","MO",5000,"S6MO00305","MCCASKILL, CLAIRE","DEM","W",49,"Civil Liberties"
"418","WHITEHOUSE '06","RI",5000,"S6RI00221","WHITEHOUSE, SHELDON II","DEM","W",53,"Taxes"
"419","PEDERSON 2006","AZ",5000,"S6AZ00142","PEDERSON, JIM","DEM","L",43,"Jobs"
"420","CARPER FOR SENATE","DE",5000,"S8DE00079","CARPER, THOMAS R","DEM","W",70,"Taxes"
"421","SANDERS FOR SENATE","VT",5000,"S4VT00033","SANDERS, BERNARD","IND","W",65,"Foreign Policy"
"422","NELSON FOR U.S. SENATE, BILL","FL",5000,"S8FL00166","NELSON, BILL","DEM","W",60,"Jobs"
"423","CHAFEE FOR SENATE","RI",10000,"S8RI00102","CHAFEE, LINCOLN D","REP","L",46,"Jobs"
"424","SANTORUM 2006","PA",10000,"S4PA00063","SANTORUM, RICHARD J","REP","L",41,"Big Business"
"425","FRIENDS OF KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Big Business"
"426","MENENDEZ FOR CONGRESS, INC.","NJ",4500,"S6NJ00289","MENENDEZ, ROBERT","DEM","W",53,"Jobs"
"427","NELSON FOR U S SENATE","NE",5000,"S6NE00095","NELSON, E BENJAMIN","DEM","W",63,"Big Business"
"428","DEWINE FOR US SENATE","OH",5000,"S2OH00113","DEWINE, RICHARD MICHAEL","REP","L",44,"Gun Rights"
"429","GEORGE ALLEN FOR SENATE","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Foreign Policy"
"430","TED KENNEDY FOR SENATE","MA",5000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Civil Liberties"
"431","FRIENDS OF CRAIG THOMAS","WY",5000,"S4WY00055","THOMAS, CRAIG","REP","W",70,"Big Business"
"432","FRIENDS OF GEORGE ALLEN","VA",5000,"S8VA00214","ALLEN, GEORGE","REP","L",49,"Civil Liberties"
"433","RE-ELECT HAROLD FORD JR","TN",5000,"S6TN00240","FORD, HAROLD E JR","DEM","L",47,"Foreign Policy"
"434","FRIENDS OF KENT CONRAD","ND",5000,"S6ND00058","CONRAD, KENT","DEM","W",68,"Big Business"
"435","KENNEDY FOR SENATE 2006","MA",5000,"S6MA00015","KENNEDY, EDWARD MOORE SENATOR","DEM","W",69,"Civil Liberties"
"436","STABENOW FOR US SENATE","MI",5000,"S8MI00281","STABENOW, DEBBIE","DEM","W",56,"Taxes"
"437","HILDEBRAND TEWES CONSULTING","WV",5000,"S6WV00014","BYRD, ROBERT C","DEM","W",64,"Abortion"
